"","artist","title","Wonder","Transcendence","Nostalgia","Tenderness","Peacefulness","Joy","Power","Tension","Sadness","Spotify ID"
"567","Carly Rae Jepsen","Call Me Maybe",29.86,2,39.27,6.92,15.08,67.57,28.84,12.92,0,"20I6sIOMTCkB6w7ryavxtO"
"568","Phil Collins","In The Air Tonight",27.11,19.11,53.41,21.51,32.86,25.84,17.92,9.51,12.08,"2pE8dUPeueXKizEyiPtE1p"
"569","Jeff Buckley","Hallelujah",44.57,37.11,53.38,43.92,47.86,8.35,3.38,0.84,28.05,"3pRaLNL3b8x5uBOcsgvdqM"
"570","Oli Brown","Speechless",10.43,3.46,15.08,11.05,20.76,46.03,19.81,10.86,3.54,"6brUC8EwzQljB17IQpmxgW"
"571","Justin Timberlake","My Love",20.54,13.89,10.66,22.66,20.34,36.97,26.91,11.86,1.86,"4NeOWqHmlrGRuBvsLJC9rL"
"572","Taylor Swift","Look What You Made Me Do",15.6,12.2,4.86,11.03,6,39.49,38.46,15.97,0,"1P17dC1amhFzptugyAO7Il"
"573","Ellie Goulding","Burn",21.4,20.31,13.43,12.83,10.74,41.54,27,5.06,1.97,"2GgxS8bUT5G25QJTsfSv0R"
"574","Oasis","All Around The World",23.83,16.34,33.6,18.49,31.63,30.54,8.14,4.4,4.83,"6ZYgoD3c2aE4dD3yVFWV51"
"575","Luis Fonsi","Despacito",25.12,12.04,19.79,26.58,6.58,56.83,26.54,10.17,0,"6habFhsOp2NvshLv26DqMb"
"576","Steely Dan","Do It Again",18.08,7,16.5,10.08,17.29,36.71,17.25,5.38,0,"2BstRQGodshjGpeDGQiNgo"
"577","The Beach Boys","Good Vibrations",23.67,8.08,28.25,12.83,27.71,44.5,19.54,6.92,3.04,"6aU6a9tdn2vHhnPGlboFZX"
"578","OutKast","Roses",16.09,0,8.09,6.83,20.7,42.26,18.74,11.61,0,"6bUNEbXT7HovLW6BgPCBsb"
"579","Mac Demarco","Salad Days",13.92,7.92,14.88,16.71,36.29,8.75,4.12,14.08,8.62,"5VdaMUzoQetwxQwtWAd022"
"580","Wrabel","The Village",32.13,22.43,19.48,28.57,32.43,19.43,8.65,6.04,21.83,"6epvwUINain4iSHCTWA0sj"
"581","Hey Judeschka!","ImmerwiederSommertag",19.12,11.46,20.04,28.04,48.5,13.79,0.83,1.46,12.04,"0Us9gRoh9xyD6aPSo1SBIR"
"582","Zara Larsson","Lush Life",29.6,4.4,19.9,0.75,12.55,55.4,20.85,5.95,0,"1rIKgCH4H52lrvDcz50hS8"
"583","Backstreet Boys","Everybody",33.14,4.33,40.43,0,5.24,54.71,35.38,9,0,"1di1BEgJYzPvXUuinsYJGP"
"584","Chain Smokers","Paris",28.3,6.75,33.95,23.4,30,26.55,12.25,6,1.2,"15vzANxN8G9wWfwAJLLMCg"
"585","Imogen Heap","Hide and Seek",15.24,12.33,23.57,5.9,21.71,5,6.67,13.86,19.67,"7mMlbJlXXo2mRtQ4R9sIzD"
"586","Kings of Leon","Sex On Fire",18.79,17.71,26.12,17.29,12.71,55.53,35.68,2.62,3.03,"0ntQJM78wzOLVeCUAW7Y45"
"587","M.I.A.","Paper Planes",14.59,7.56,14.12,0.85,6.59,45.65,22.94,18.94,0,"4YOH3cBrhf4F6T4iYFUdz5"
"588","Of Monsters and Men","Empire",22.85,18.74,17.26,28.65,28.79,24.06,17.62,4.53,5.24,"4M9lfUgDeLHu1fL2ZxZSlu"
"589","Backstreet Boys","I Want It That Way",16.03,4.12,51.09,8.38,23.03,58.35,11.79,2.59,2.38,"47BBI51FKFwOMlIiX6m8ya"
"590","Namika","Lieblingsmensch",22.65,11.53,17.74,16.51,24.56,36.33,8.91,7.42,0,"6oHDvarQSp0mf5AD1SyNH0"
"591","Marvin Gaye","Lets Get It On",22.63,2.56,23.35,45.35,28.63,38.35,6.81,1.86,0,"39l1UORIhuHvUWfxG53tRZ"
"592","Owl City","Fireflies",32.93,8.53,32.81,10.21,26.67,36.4,14.05,2.98,1.49,"3DamFFqW32WihKkTVlwTYQ"
"593","Babybird","If You'll Be Mine",22.12,6.49,20.19,26.77,30.84,18.56,9.12,6.53,4.74,"5EMnZ3vruQchFxvGTxr0zH"
"594","Gnarls Barkley","Crazy",25.7,17.09,16.88,8.7,30.79,51.73,27.15,12.06,1.18,"1vxw6aYJls2oq3gW0DujAo"
"595","Lily Allen","Fuck You",24.44,1.34,19.81,2.91,26.47,56.28,34.56,12.56,0,"6ylAVPbjRQoNY0khgh63Jf"
"596","Pitbull","Better On Me",11.91,9.68,13.21,19.88,28.62,42.97,18.44,14.76,2.62,"0vLlEo1D4VRiGzMLxLbsh2"
"597","Beyonce","Halo",27.94,22.91,30.36,17.55,20,25.3,32.94,12.52,13.15,"2MfOcbtgz2yTsiznFmVZUN"
"598","Elle King","Ex's &Oh's",31.96,19.12,21.96,8.5,13.5,66.42,59.15,9.65,0,"70eDxAyAraNTiD6lx2ZEnH"
"599","B.O.B.","Nothing On You",38.81,16.42,29.12,25.12,23.85,38.35,19.54,4.62,0.5,"4X5xWMINgGA6l0GoyYkMcr"
"600","Five for fighting","Easy Tonight",13.08,22.12,35.46,24,26.5,27.27,13.08,9.88,5.38,"57PHqrPsX6E7OX9LeKSo9Q"
"601","Avril Lavigne","Complicated",15.81,21.15,59.96,12.85,20.81,43.19,29.88,5.73,10.35,"5xEM5hIgJ1jjgcEBfpkt2F"
"602","Miley Cyrus","Party In The U.S.A",36.5,9.54,22.75,6.21,21.25,61.18,32.36,9.86,1.57,"3E7dfMvvCLUddWissuqMwr"
"603","The Beach Boys","Wouldn't It Be Nice",44.14,15.14,42.96,14.5,26.89,59.71,18.61,4.79,0,"6VojZJpMyuKClbwyilWlQj"
"604","Kodaline","High Hopes",29,14.62,45.38,30.92,31.85,8.65,3.46,3.85,28.42,"6KkyuDhrEhR5nJVKtv9mCf"
"605","Dido","White Flag",10.38,20.31,40.04,30.42,41.5,18.81,3.77,8.69,8.27,"6si71supnBUhddjR2FJc2L"
"606","Bon Jovi","Livin On A Prayer",27.07,15.2,24.33,6.93,9,51.43,47.3,8.9,0,"37ZJ0p5Jm13JPevGcx4SkF"
"607","Amy Macdonald","Mr Rock & Roll",18.8,3.73,26.83,18.47,18.47,41.5,9,5.2,4.27,"6aX2LyT7zpTLe3iZfDeHki"
"608","Alicia Keys","If I Ain't Got You",25.4,20.33,36.03,54.23,41.03,17.47,13.87,10.57,8.87,"3XVBdLihbNbxUwZosxcGuJ"
"609","Daniel Powter","Bad Day",25.67,8.3,42.43,35.97,31.03,39,12.97,0.8,6.83,"0mUyMawtxj1CJ76kn9gIZK"
"610","Tal Bachman","Shes So High",33.36,6.58,28.06,13.25,12.25,49.19,14.14,1.44,3.31,"7mnGQesk1TzQLzQ9bYWZPR"
"611","Rihanna","Work",13.76,2.05,6.78,8.65,11.95,33.62,16.38,12.62,0,"72TFWvU3wUYdUuxejTTIzt"
"612","David Gray","Please Forgive me",17.65,12.08,15.81,6.86,20.92,18.97,6.59,9.57,0,"2H0oiflYrs8PPjOxZ5TdIu"
"613","Paramore","The Only Exception",14.89,9.27,29.3,17.14,25.97,16.68,5.41,4.62,13.19,"3ZHfX6kbiY7JVsB63lLOLu"
"614","Imogen Heap","Goodnight And Go",14.88,7.04,8.4,17.4,17.24,22.08,5.28,14.4,0,"0vfWzo75MKGYiQSiT5jEzt"
"615","Arctic Monkeys","Do I Wanna Know",27.44,25.72,27.24,8.08,18.72,26.04,23.2,5.8,2,"5FVd6KXrgO9B3JPmC8OPst"
"616","Neil Diamond","I Am....I Said",16,2.88,15.88,11,14.64,14.4,10.68,2.56,4.56,"67nKQBktGIafE3DBW3Cbe4"
"617","Angus and Julia Stone","Big Jet Plane",16.48,10.24,24.8,22.04,31.16,13.72,3.24,3.12,8.72,"3HedB2EwVAj5MAx8xFE1ea"
"618","George Ezra","Budapest",36.81,17.76,23.86,15.05,38.43,45.52,9.29,10.1,5.81,"2ixsaeFioXJmMgkkbd4uj1"
"619","Marvin Gaye","Sexual Healing",25.4,10.1,13.9,35.65,25.05,38.15,19.7,12.65,2.6,"3VZmChrnVW8JK6ano4gSED"
"620","The Kooks","Naive",27.2,20.35,39.3,18.25,30.3,42.45,19.25,3.55,0,"7BHPGtpuuWWsvE7cCaMuEU"
"621","Frank Ocean","Thinkin Bout You",16.71,5.95,21.52,17.1,24.95,19.43,0,18.95,7.33,"5mphdlILgAq3vh1MSvAJTS"
"622","Genesis","I Can't Dance",4.39,7.3,10.26,2.65,10.09,32.61,22.48,10.35,0,"6AvvAzzOEUs9orFhDkOPOl"
"623","Black Eyed Peas","I Gotta Feeling",37.52,9.96,31.26,3.39,9.09,69.78,45.74,14.3,0,"4kLLWz7srcuLKA7Et40PQR"
"624","Shakira","Underneath your clothes",14.04,7.09,27.48,26.65,33.7,19.22,2.43,2.04,5.22,"15f8Cv8RXUlOOCIf2oaceN"
"625","James Morrison","I Won't Let You Go",12.17,7.39,23.39,29.26,27.48,15.91,3.22,4.61,8.09,"2TUzU4IkfH8kcvY2MUlsd2"
"626","Lianne La Havas","What You Don't Do",21.63,9.07,3.3,16.67,14.59,34.7,16.56,9.48,0,"4mityPmJpqtHea3y9qZLg6"
"627","Maggie reilly","Everytime We Touch",14.07,3.3,23.85,24,23.59,20.11,10.33,11.78,3.33,"2n9Ni9TFPcNHCdoPOQKXZ6"
"628","Akon","Lonely",23.11,3.67,36.19,17.78,20,27.15,3.33,2.96,22.15,"4v7DCN09hgXkKazefkznDQ"
"629","Tame Impala","The Less I Know The Better",25.44,8.97,31.94,19.78,41.56,29.72,9.53,5.47,2.62,"6K4t31amVTZDgR3sKmwUJJ"
"630","Bag Raiders","Shooting Stars",32.32,10.06,24.19,11.48,28.29,52.77,16.19,12.32,0.32,"0UeYCHOETPfai02uskjJ3x"
"631","Gary Jules","Mad World",24.82,15.06,58.39,15.06,26.61,3.7,1.64,6.45,41.3,"3JOVTQ5h8HGFnDdp4VT3MP"
"632","Mark Ronson","Uptown Funk",32.9,9.97,11.42,2.81,28.48,72.29,50.97,9.87,0,"32OlwWuMpZ6b0aN2RZOeMS"
"633","The Beatles","Let It Be",32.23,25.1,56.39,36.48,51,22.52,10.84,1.65,9.13,"7iN1s7xHE4ifF5povM6A48"
"634","Eric Clapton","Tears In Heaven",35.52,29.35,59.1,37.65,41.94,6.61,4.9,2.1,27.1,"7utRJ4BeYx85khzP3lKoBX"
"635","Lola Marsh","Wishing Girl",16.33,17.3,9.78,14.22,25.63,21.26,6.89,9.22,0.52,"2iawlVRHk4Q9aPg0OgG20D"
"636","Bilderbuch","Maschin",13,4.52,7.96,4.07,16.3,29.26,17.85,18.04,0,"2Lg1njXKvhgv72U9QkrwXi"
"637","Fletwood Mac","Dreams",20.56,16.63,34.96,28.07,35.89,23.96,5.41,2.85,2.04,"0ofHAoxe9vBkTCp2UQIavz"
"638","Oasis","Don't Look Back In Anger",17,12.89,48.59,22.96,23,29.63,6.96,10.04,13.96,"7ppPZa3TRUSGKaks9wH7VT"
"639","Der Junge mit der Gitarre","Hallo Worum Gehts Ich Bin Dagegen",18.17,14.07,0,0,6.86,42.9,23.76,14.86,2,"2v9P6UeIJkWBz2NnvGvZIr"
"640","Chris Brown","Forever",28.76,3.07,16.21,16.79,9.14,39.66,18.76,15.03,0,"3NZJlJemX3mzjf56MqC5ML"
"641","Ryan Adams","Lucky Now",23.24,16.07,20.97,27.55,45.17,25.69,7.1,15.1,5.03,"4roEQeLnZ0d96fDnRdXXW6"
"642","Amy Winehouse","Back To Black",28.72,19.03,46.38,28.79,27.31,27.14,17.24,2.76,7.41,"3FAclTFfvUuQYnEsptbK8w"
"643","VersaEmerge","Mind Reader",11.44,13.94,16.62,8.38,2.69,19.75,40.31,25,10.94,"2b9ge09fnhEVVmkS8BjqRu"
"644","East 17","it's alright - the guvnor mix",4.82,10.12,4.88,1.35,1.41,36.53,14.06,17.35,0.41,"0hiUOCWNdPefjaEAjcJ8Cq"
"645","Madonna","Intervention",17.47,27.32,18.21,16.58,13.74,36.84,31.16,14.79,8.05,"7BxLHR4ApH0n4rx10KAWOo"
"646","Nina Simone","I Want a Little Sugar in My Bowl",29.19,15.94,35.69,35.38,48.31,17.31,14.81,1.81,28.75,"3NcJu9876GBJuNU6vJOrbb"
"647","Draconian","Death, Come Near Me",10,26.25,12.56,18.12,11.5,1.25,14.25,28.19,37.31,"0xaf0rzKil2j5Yd2Fiz9SL"
"648","Tony Bennett","Rags to Riches",28.08,10.85,31.23,26.69,24.54,26.46,12,9.77,12.85,"4BH8EuPAxeFAh1rSWtnGdD"
"649","Noah and the Whale","Tonight's The Kind Of Night",22.63,17.84,23.89,21.21,15.84,34.58,24.74,11.79,7.95,"1UFnmge9gtAcrWICSptE9e"
"650","Kelly Clarkson","Breakaway",24.38,23.88,45.42,28.5,37.83,18.46,22,7.21,16.58,"3xrn9i8zhNZsTtcoWgQEAd"
"651","Infected Mushroom","Here We Go Go Go",17,29.5,8,1.86,5.86,43.71,50.71,22.36,0.5,"5wTudWQXd6Sjy6nH22fsYv"
"652","The Moody Blues","Melancholy Man",21.8,25,21,13.4,20.33,23.73,41.33,18.93,8.07,"1NeQzAqahRYI09bgLbhVFN"
"653","Britney Spears","I'm Not a Girl, Not Yet a Woman",48,31.15,45.15,45.31,30.69,41.54,38.38,7.77,19.31,"1xg1yGPy1Y3YUf44s6TB1o"
"654","Maria Bethânia","Olhos Nos Olhos",28.88,12.75,20.62,46.19,47.12,14.62,8.5,5.75,23.12,"1UBJvypv5W1GNoplpc2EYl"
"655","Daft Punk","Give Life Back to Music",12.27,7.33,15.73,0.67,16.47,49.07,24.67,7.53,0.87,"0dEIca2nhcxDUV8C5QkPYb"
"656","Boys Like Girls","Leaving California",25.5,17.75,23.33,43.25,41.5,11.75,14.92,2.92,38.08,"0Vm3wrODAsNdUvCcy15aZT"
"657","Phil Collins","Two Hearts",14.62,6.54,32.23,30.08,15.31,46.77,19,1.69,1.38,"0vDSWxRlWN0LWsSQdGIPuE"
"658","Mayday Parade","Your Song",12.64,17.36,27.27,10.36,9.82,25.36,39.18,33.64,28.82,"7va0FN5Fim1dNPi06sqxVx"
"659","Fall Out Boy","Get Busy Living or Get Busy Dying (Do Your Part to Save the Scene and Stop Going to Shows)",15.17,22.5,1.33,8,1.17,37.5,36.17,18,1.17,"4903HFfvLIQ8ujvQ0ARNGI"
"660","Krewella","Marching On",22.5,13.59,15.27,21.14,16.14,27.68,27.55,12.82,15.32,"5LVj9daVd1q6fjICKyvl7Y"
"661","Alice Dj","Better Off Alone",28.9,26.4,42.8,17.1,16.8,61,50.25,11.55,5.25,"0pMUR7Uvp6vxlbG0qBFvgM"
"662","Metronomy","I'm Aquarius",11.05,10.62,8.29,10.24,17.9,17.29,5.67,13.81,2.48,"3xEJ59GyjCjcJ69RQc2ej6"
"663","Tim Maia","Pecado Capital",19.36,8,20.18,9.82,9.82,33.91,21.09,7,2.73,"55g9c7lad0VCcg1PEdJaHl"
"664","ATB","Desperate Religion",23.92,23.77,21.62,20,34.15,20.77,24.69,20.38,11.62,"5BZ0weLeQoPuVLROuXb0sV"
"665","Beverley Knight","Hurricane Jane",24.78,21.22,45.78,35.89,40,24.22,24.67,0.67,2.67,"4zcSLDrG6E0GkysBuh2fD3"
"666","Alex Clare","Too Close",28.17,25.92,39.83,20.92,22.92,49.08,44.25,12,14.58,"4sK96UnGx3NjBaqvfTG2dm"
"667","Yoav","Club Thing",5.44,15.94,12.5,19.69,21.75,18.88,21.44,19.19,5.5,"7LDqph6mv9A5uzlzuXfhyL"
"668","Sly & The Family Stone","Everyday People",20,11.89,47.78,31.67,34.33,49.22,32.78,14.56,7.89,"7lL2lMWNtzOcf5HnEudNgn"
"669","Toquinho","Garota de Ipanema",13.54,6.92,28.31,14.54,27.69,34,9.92,9.38,0.54,"0KtpvAIKMUD4wSsHv25IMn"
"670","Tony Toni Toné","Feels Good",13,8,33.85,12.62,13.15,39.85,27.85,12.62,0.54,"4cRR2gUTOerkUOW5iZpm91"
"671","London Grammar","Hey Now (Arty Remix)",35.31,32.06,26.88,24.75,39.12,23.25,21.69,11.06,25.88,"1CUYpY3GpRNkKnn3cEQ2nK"
"672","Sara Gazarek","Yours",4.57,0,24.29,54.14,59.86,23,2.14,0,5.71,"3STjN5FAkJiljtZzrSeE0I"
"673","Karrin Allyson","Moanin'",22.57,17,28.64,17,40.64,42.86,11.86,8,5,"2FcKhzTwtj5wKdri7bXBMK"
"674","Astrud Gilberto","And Roses And Roses",26.31,21.94,38.94,38.38,50.06,17.56,4.75,11.19,25.12,"0BEn0rwSyzuvhKgZ7GLbyO"
"675","Paul Davis","Cool Night",25.75,21.83,39.08,37.33,36.58,17.25,20.92,1.58,9.25,"29KyVqHekckVGfxHn8QS7m"
"676","Steely Dan","Blues Beach",18.29,15,20.86,24.86,14.21,39.57,19.21,6.86,3,"1RHIgJN4USj9Buggihf2Pn"
"677","Billie Holiday","The Man I Love",19.25,21.58,33.5,31.67,49.58,6.33,4.5,14.75,16.83,"0ndEbK6LnERIPBG6t4gXDX"
"678","James Blake","Timeless",6.36,7.64,2.71,2.14,5.21,7.71,23.5,49.43,2.21,"49jxn2Mdde8QZUx0AlbD0l"
"679","Eliane Elias","Time Alone",15.08,13,22.85,37.92,51.62,7.31,4,3.69,17.69,"1hYd1uyB9HQpf4icjtBQoB"
"680","Lykke Li","I'm Good, I'm Gone",8.71,5.57,15.57,5.07,15.71,36.36,19.86,5.79,5.43,"2GjycBB2VHP4NSIzUrJkrE"
"681","Agalloch","Limbs",6.36,7.5,5.64,0.14,6.43,6.93,27.79,30.93,12.57,"62udu2Wo8jTlKtWpsZByBM"
"682","Santigold","Disparate Youth",24.29,21.29,28.5,16.71,20.57,35.5,34.07,18.57,6.29,"0t2QiRkpag0fAgs9zuCPlH"
"683","Maysa","Dindi",32.23,24.54,28.54,44.69,45.31,16.54,13.54,2.08,28.08,"6cc51rDYn6G9lahsZk3Fsh"
"684","Girls Aloud","I'll Stand by You",38.31,33.81,57.12,52.44,39.06,27.44,39.44,11.88,28.94,"5AEAf1PGC0B6Z1iVE1j8oY"
"685","Marina and the Diamonds","Gold",25.12,10.12,15.44,27.62,21.62,31.75,11.44,3.44,6.75,"31cL2Hdc40Rck0wH1sDEja"
"686","2NE1","In the Club",23.82,11.09,8.82,19.73,8.45,17.09,28.09,13.91,11.82,"6ZkNt6fWIMoqznNe5RRwRT"
"687","The Starting Line","The Best of Me",5.81,12.56,23.06,6.12,3,34.12,34.88,14.38,8.31,"1Up4RdOBpChNDytatxKDXP"
"688","Suede","The Power",21.11,15.56,25.78,7.94,18.67,12.44,9,9.44,12.72,"4fwpiQo9zk7AMd3jK4cxmU"
"689","Bruno Mars","Treasure",23.17,11.83,28.39,20.94,10.61,67.33,42.5,12.44,0.17,"55h7vJchibLdUkxdlX3fK7"
"690","Teena Marie","365",21.8,15.67,23.47,32.33,23.47,45.93,29,9.87,2.13,"7w7OoMSngihtJTSbG8HLWV"
"691","Earth, Wind & Fire","Let's Groove",38.75,25.56,50.44,37.75,28.88,70.56,41.88,8.56,4.31,"3koCCeSaVUyrRo3N2gHrd8"
"692","Diana Krall","Walk On By",30.69,13.19,27,21.31,45.5,36.12,22.38,8.88,3.62,"4jZRI1v2LLaDTshDW9qruu"
"693","Gnarls Barkley","Just a Thought",19.54,15.38,21.23,12,13.38,14.92,19.54,32.08,32,"5xNUIReo5O6W1LRp2OKJty"
"694","Céu","Mais um Lamento",16.82,14.94,16,13.59,25.71,17.65,7.18,12.82,7.47,"7Ms8NNySNGSNtjYtdBqrMD"
"695","James Blake","Overgrown",10.57,13.14,17.29,16.29,32.36,6.57,6.71,15.36,23.93,"2IqjKEBiz0CdLKdkXhxw84"
"696","Change","The Glow of Love",29.5,22.9,33.9,26.4,27.2,55.9,24.3,14.2,2.2,"2tpRtiVvuI4WnwpPYwk9Z6"
"697","Lasgo","Blue",22.08,31.69,25.46,13.31,17.31,38.15,41.62,25.31,8.38,"1U9FOQOkDsnwlz3SXBCPcg"
"698","Laura Pausini","Jenny",21.16,18.32,19.11,30.95,25.84,13.21,9.95,3.21,20.05,"51ulZ6HIucARLOODM8smpU"
"699","Nina Simone","Sinnerman",21.64,18.07,8,11.5,15.93,35.57,22.43,26.07,2,"5xRP5iyVdGglqlY4Vcjhkx"
"700","ABBA","Lay All Your Love on Me",17.3,32.9,45.5,31.7,10.2,57.9,53,22.4,16.6,"2245x0g1ft0HC7sf79zbYN"
"701","Katatonia","Last Resort",5.75,10.92,29.67,2.42,7.75,17,22.33,39.17,24.83,"2gtu8xsu1VGahuRJ2YZAHA"
"702","Christopher Cross","Ride Like the Wind",10.09,7.91,22.36,4.36,16.45,27.82,14.36,7.45,1.55,"7gUMShP1l20tC0xf17Zplk"
"703","Beyoncé","Blow Remix",9.33,12.56,19.11,28.5,21.33,44.83,32.83,10.89,2.61,"0GjDYSp1bNyjggwPadwlyf"
"704","Camila","Mientes",23.89,7.32,16.26,41.84,29.53,16.47,7.16,4,8.89,"5EhzE6HJaCcLFrf5rPqvpk"
"705","Billie Holiday","Strange Fruit",23,16.89,43.83,40,44.28,6.89,8.22,12.17,40.22,"1CTex49P0iWwzUGsMNjgaV"
"706","Alesso","Sweet Escape",24.83,32.5,16.5,11.33,12.17,51.25,46.83,19,2.75,"6vPJvkEuWZPcv58NnQ3dBR"
"707","Louis Prima","Buona Sera",18.93,7.27,28.73,20.87,17,42.8,22.87,10.33,0.87,"0DXm5n7SBxCED9ssTvrx2J"
"708","Santigold","The Keepers",13.95,16,19.42,6.79,9.47,26.11,25.37,9.16,10.37,"1BaVwEV5FogbZuCzpSc7Jl"
"709","Ella Fitzgerald","All of Me",13.8,7.67,33.53,15,9.6,49.07,16,6,0.33,"0qZo9OzKPzg58Ts9ad4Bcy"
"710","Knife Party","Centipede",7.92,8.08,8.92,0.38,0.23,25.08,25.69,46.46,1.54,"0u2AIKDVafHwCFQ9LDnqxH"
"711","Kelly Clarkson","Love So Soft",9.45,5.64,10.09,21.64,2.27,54.09,42.45,20.36,2.45,"16QN8cBubEq706vNtPpOME"
"712","Madonna","He's a Man",3.69,7.25,10.19,12.94,15.44,10,17.81,10.56,8.12,"4714JHYV5kiMKsuo8eP41E"
"713","Fugees","Killing Me Softly with His Song",18.64,27.71,35.43,40.86,41.21,17.93,20,3.93,13.14,"0Q0IVlqMV64kNLlwjPj0Hl"
"714","Cheryl Lynn","Got To Be Real",16.56,12.33,29.22,9.22,7.94,32.28,22.89,20.56,1.22,"58r4JuwHhXLAkttkaUZfLw"
"715","Louis Armstrong","Mood Indigo",27.33,19.42,42.58,29.25,42.5,17.83,5.5,5,16.58,"1Fo98RNzO78WnMtkZKZXMW"
"716","Ledisi","Alright",13.18,16,11.36,3.73,26.91,37.91,15.27,25.36,2,"1wRQqmZwiF4thdQ8N7FiNv"
"717","Kandi","Don't Think I'm Not",5,2.5,21.9,23,10.3,28.3,17.3,5.7,9.3,"487Dyzs7Xbbk4hIWYyYT80"
"718","Feed Me","One Click Headshot",7.67,6.22,17,5.89,9.67,28.11,20.33,21.56,0.78,"4z7t5KsfkxMC1PdOLgog4V"
"719","Lana Del Rey","Video Games",41.86,42.29,55.86,52.36,36.79,11.57,34.21,8.86,31.86,"24jvD83UgLmrdGjhWTFslY"
"720","Imogen Heap","Loose Ends",5.14,5.57,12,18.71,4,32.14,21.43,21.43,8,"48Z9C1l1LfgpPxuQpfW2n6"
"721","Swing Out Sister","You On My Mind",0,11.5,9.62,11.5,19.75,25.12,8.5,10.38,2.62,"4uYeKlfkLQMubZ9FhcbDfP"
"722","Burial","Broken Home",6,11.92,11.31,0,9.46,2.62,8.08,35.77,3.23,"69P4h7GB5xQlIU6v1Qv7GN"
"723","Doris Day","Dream a Little Dream of Me",25,11.54,62.69,62.38,58.38,13.62,6.38,3,20.23,"2HyPrPSANTIPkR6CfiytwY"
"724","Geri Halliwell","Love Never Loved Me",22.1,17.2,10.9,27.4,8.5,41.2,34.8,4.4,5.2,"2s7DRQ5KxfMd4p53VH0viU"
"725","Legião Urbana","Meninos E Meninas",13.69,20.08,26.38,13.46,6.92,31.54,22.31,15.69,3.23,"22LN0RwHqTUJcIN4dzzB6N"
"726","Kylie Minogue","Did It Again",13.12,11.65,25.29,13.18,17.12,33.65,14.71,9.18,4.76,"06N6MhUlurBOamI1rK9u2U"
"727","Ladyhawke","My Delirium",14.36,7.29,25.07,12.07,13.64,47.07,48.14,7.79,7.64,"3vqSWOEMO4OOxa2QJHuitI"
"728","Alana Davis","32 Flavors",15.71,9.53,8.41,18.71,22.47,15.06,12.29,6.88,7.71,"3o5dmw1M6ugfLpva7yTyDr"
"729","Frank Sinatra","Fly Me to the Moon",30.18,13.82,27.91,43.82,20.55,41.91,19.91,6.09,2.09,"5b7OgznPJJr1vHNYGyvxau"
"730","Mayday Parade","Even Robots Need Blankets",18.62,19.38,40.38,33.12,17.62,25.25,21.12,4.25,14.75,"1NivdSEUqwvnC6MzO8VZiG"
"731","Breathe Carolina","Edge of Heaven",8.07,10,12.79,4.07,4.93,19.86,29.29,30.5,4.07,"4ZAqYMCngGjxr4sFGlowiy"
"732","Stevie Nicks","Ghosts",4.3,3.8,12.8,1,6.2,12.9,20.8,40.4,0,"6Cy4g8vU4WZJFYgwsAcG6K"
"733","Eva Cassidy","True Colors",18.29,13.14,44.93,24.21,37.79,22.36,10.36,0.5,14.07,"7iYvpjSQ9OuXTAMGSRiLJZ"
"734","Michael Bublé","Come Fly With Me",24.92,20,42.17,43.25,35.75,41.17,14,1.75,8.5,"2Cakl6tRkLxccrnqJdvGpu"
"735","Missy Higgins","Scar",9.33,2.25,10.42,17.33,16.25,25.08,10.08,4.83,2.83,"1GUZZ8Z04qoRLtcCYkYxIM"
"736","Sting","Fields of Gold",32.09,14.45,36.09,36.73,38.55,28.91,8.09,6.82,19.82,"0I1DJdLt9BKOb7GWmWxCjo"
"737","Avril Lavigne","Girlfriend",11.08,13.83,37,20.08,9.08,57.58,43.25,15.92,2.08,"45hOioMDJktr86iKDHC8gr"
"738","Boys Like Girls","Thunder",26.53,12.94,30.94,29.76,27.41,22,16.35,4.94,20.53,"1MrNveiYvWyKNAMiqn8xS8"
"739","Candlemass","The Ebony Throne",8.73,15.13,17.53,1.93,0.13,6.47,23.73,31.33,11.27,"710qdYprxjsTDzCyW2xUWQ"
"740","Nat King Cole","Orange Colored Sky",37.4,14.5,52.3,32.3,22.4,37.3,36.2,13.4,3,"6fUDNcmsnnUVyOtEnA9xdC"
"741","Ella Fitzgerald","Dream A Little Dream Of Me",31.47,27.2,48.93,47.67,49.87,18.2,10.2,4.4,16.8,"78MI7mu1LV1k4IA2HzKmHe"
"742","Earth, Wind & Fire","Mighty Mighty",9.47,2.73,11.13,1.47,4.67,23.67,19.8,21.2,0.87,"3HFGDi2zGIgdXTocV5k2cs"
"743","Selena Gomez","Love You Like a Love Song",26,17.91,37.45,33.36,14.73,37.55,23,9.64,7.55,"0laYHRpNTS6i8FXdupHkJ4"
"744","Phoenix","1901",15.06,10.31,24.12,4.88,4.38,50.38,26,7.62,3.5,"3FM33HqRlV7J1QJoPOnd2u"
"745","C.C. Catch","Strangers By Night",24.35,18.18,43.41,25.47,11.53,32.06,25.82,14.06,17.82,"2fkWRtyjRGehSPjfWPxSjC"
"746","Chico Buarque","Tatuagem",15.46,6.38,10.46,19.46,41.46,7.38,1.69,7.54,8.85,"2eNz0RVTnVhleCBrZETeDG"
"747","Edu Lobo","Candeias",29,19.59,29.14,37.91,57.23,10.95,9.27,2.41,17.82,"50dHwlPsvC4Gp16DifoPOl"
"748","Annie","Hold On",16.1,11.1,11,13.1,38.1,24.7,21.3,13.2,18.7,"3yvL51i2yIXfPAQiquQKbK"
